current_path,git_status,path_type,domain,current_role,proposed_path,proposed_role,action,merge_group,archive_status,reference_risk,migration_stage,validation_required,notes
sql/liquidations/generated/chunk_07_2021_12_action.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_07_2021_12_action.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_07_2021_12_transaction.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_07_2021_12_transaction.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_08_2022_01_action.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_08_2022_01_action.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_08_2022_01_transaction.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_08_2022_01_transaction.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_09_2022_02_action.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_09_2022_02_action.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_09_2022_02_transaction.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_09_2022_02_transaction.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_10_2022_03_action.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_10_2022_03_action.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_10_2022_03_transaction.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_10_2022_03_transaction.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_11_2022_04_action.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_11_2022_04_action.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_11_2022_04_transaction.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_11_2022_04_transaction.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_12_2022_05_action.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_12_2022_05_action.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_12_2022_05_transaction.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_12_2022_05_transaction.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_13_2022_06_action.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_13_2022_06_action.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_13_2022_06_transaction.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_13_2022_06_transaction.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_14_2022_07_action.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_14_2022_07_action.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_14_2022_07_transaction.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_14_2022_07_transaction.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_15_2022_08_action.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_15_2022_08_action.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_15_2022_08_transaction.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_15_2022_08_transaction.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_16_2022_09_action.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_16_2022_09_action.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_16_2022_09_transaction.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_16_2022_09_transaction.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_17_2022_10_action.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_17_2022_10_action.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_17_2022_10_transaction.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_17_2022_10_transaction.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_18_2022_11_action.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_18_2022_11_action.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_18_2022_11_transaction.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_18_2022_11_transaction.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_19_2022_12_action.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_19_2022_12_action.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_19_2022_12_transaction.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_19_2022_12_transaction.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_20_2023_01_action.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_20_2023_01_action.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_20_2023_01_transaction.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_20_2023_01_transaction.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_21_2023_02_action.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_21_2023_02_action.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_21_2023_02_transaction.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_21_2023_02_transaction.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_22_2023_03_action.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_22_2023_03_action.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_22_2023_03_transaction.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_22_2023_03_transaction.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_23_2023_04_action.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_23_2023_04_action.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_23_2023_04_transaction.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_23_2023_04_transaction.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_24_2023_05_action.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_24_2023_05_action.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_24_2023_05_transaction.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_24_2023_05_transaction.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_25_2023_06_action.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_25_2023_06_action.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_25_2023_06_transaction.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_25_2023_06_transaction.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_26_2023_07_action.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_26_2023_07_action.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_26_2023_07_transaction.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_26_2023_07_transaction.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_27_2023_08_action.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_27_2023_08_action.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_27_2023_08_transaction.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_27_2023_08_transaction.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_28_2023_09_action.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_28_2023_09_action.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_28_2023_09_transaction.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_28_2023_09_transaction.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_29_2023_10_action.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_29_2023_10_action.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_29_2023_10_transaction.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_29_2023_10_transaction.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_30_2023_11_action.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_30_2023_11_action.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_30_2023_11_transaction.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_30_2023_11_transaction.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_31_2023_12_action.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_31_2023_12_action.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_31_2023_12_transaction.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_31_2023_12_transaction.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_32_2024_01_action.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_32_2024_01_action.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_32_2024_01_transaction.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_32_2024_01_transaction.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_33_2024_02_action.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_33_2024_02_action.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_33_2024_02_transaction.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_33_2024_02_transaction.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_34_2024_03_action.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_34_2024_03_action.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_34_2024_03_transaction.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_34_2024_03_transaction.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_35_2024_04_action.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_35_2024_04_action.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_35_2024_04_transaction.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_35_2024_04_transaction.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_36_2024_05_action.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_36_2024_05_action.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_36_2024_05_transaction.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_36_2024_05_transaction.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_37_2024_06_action.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_37_2024_06_action.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/chunk_37_2024_06_transaction.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/chunk_37_2024_06_transaction.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/phase1c_legacy_cat_bite_check_corrected.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/legacy_cat_bite_check_corrected.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/phase1c_legacy_cat_flipper_check.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/legacy_cat_flipper_check.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/liquidations/generated/phase1c_liquidation_transactions_attempt3.sql,tracked_head,sql,liquidations,generated SQL,sql/liquidations/generated/history/liquidation_transactions_attempt3.sql,historical archive,move_and_rename,historical generated SQL,historical,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/vaults/generated/chunk_01_2019_11/query.sql,tracked_head,sql,vaults,generated SQL,sql/vaults/generated/chunk_01_2019_11/query.sql,domain SQL,retain,deterministic generated SQL,active,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/vaults/generated/chunk_02_2019_12/query.sql,tracked_head,sql,vaults,generated SQL,sql/vaults/generated/chunk_02_2019_12/query.sql,domain SQL,retain,deterministic generated SQL,active,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/vaults/generated/chunk_03_2020_01/query.sql,tracked_head,sql,vaults,generated SQL,sql/vaults/generated/chunk_03_2020_01/query.sql,domain SQL,retain,deterministic generated SQL,active,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/vaults/generated/chunk_04_2020_02/query.sql,tracked_head,sql,vaults,generated SQL,sql/vaults/generated/chunk_04_2020_02/query.sql,domain SQL,retain,deterministic generated SQL,active,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/vaults/generated/chunk_05_2020_03/query.sql,tracked_head,sql,vaults,generated SQL,sql/vaults/generated/chunk_05_2020_03/query.sql,domain SQL,retain,deterministic generated SQL,active,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/vaults/generated/chunk_05_2020_03/subwindows/05A/query.sql,tracked_head,sql,vaults,generated SQL,sql/vaults/generated/chunk_05_2020_03/subwindows/05A/query.sql,domain SQL,retain,deterministic generated SQL,active,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/vaults/generated/chunk_05_2020_03/subwindows/05B/query.sql,tracked_head,sql,vaults,generated SQL,sql/vaults/generated/chunk_05_2020_03/subwindows/05B/query.sql,domain SQL,retain,deterministic generated SQL,active,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/vaults/generated/representative_regimes/quiet_mature_2024-02-01_2024-03-01/boundary_states.sql,tracked_head,sql,vaults,generated SQL,sql/vaults/generated/representative_regimes/quiet_mature_2024-02-01_2024-03-01/boundary_states.sql,domain SQL,retain,deterministic generated SQL,active,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/vaults/generated/representative_regimes/quiet_mature_2024-02-01_2024-03-01/effective_rates.sql,tracked_head,sql,vaults,generated SQL,sql/vaults/generated/representative_regimes/quiet_mature_2024-02-01_2024-03-01/effective_rates.sql,domain SQL,retain,deterministic generated SQL,active,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/vaults/generated/representative_regimes/quiet_mature_2024-02-01_2024-03-01/effective_rates_sparse_repair.sql,tracked_head,sql,vaults,generated SQL,sql/vaults/generated/representative_regimes/quiet_mature_2024-02-01_2024-03-01/effective_rates_sparse_repair.sql,domain SQL,retain,deterministic generated SQL,active,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/vaults/generated/representative_regimes/quiet_mature_2024-02-01_2024-03-01/ownership_history.sql,tracked_head,sql,vaults,generated SQL,sql/vaults/generated/representative_regimes/quiet_mature_2024-02-01_2024-03-01/ownership_history.sql,domain SQL,retain,deterministic generated SQL,active,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/vaults/generated/representative_regimes/quiet_mature_2024-02-01_2024-03-01/vat_mutations.sql,tracked_head,sql,vaults,generated SQL,sql/vaults/generated/representative_regimes/quiet_mature_2024-02-01_2024-03-01/vat_mutations.sql,domain SQL,retain,deterministic generated SQL,active,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/vaults/generated/representative_regimes/terra_cefi_2022-05-05_2022-06-20/boundary_states.sql,tracked_head,sql,vaults,generated SQL,sql/vaults/generated/representative_regimes/terra_cefi_2022-05-05_2022-06-20/boundary_states.sql,domain SQL,retain,deterministic generated SQL,active,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/vaults/generated/representative_regimes/terra_cefi_2022-05-05_2022-06-20/effective_rates.sql,tracked_head,sql,vaults,generated SQL,sql/vaults/generated/representative_regimes/terra_cefi_2022-05-05_2022-06-20/effective_rates.sql,domain SQL,retain,deterministic generated SQL,active,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/vaults/generated/representative_regimes/terra_cefi_2022-05-05_2022-06-20/ownership_history.sql,tracked_head,sql,vaults,generated SQL,sql/vaults/generated/representative_regimes/terra_cefi_2022-05-05_2022-06-20/ownership_history.sql,domain SQL,retain,deterministic generated SQL,active,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/vaults/generated/representative_regimes/terra_cefi_2022-05-05_2022-06-20/vat_mutations.sql,tracked_head,sql,vaults,generated SQL,sql/vaults/generated/representative_regimes/terra_cefi_2022-05-05_2022-06-20/vat_mutations.sql,domain SQL,retain,deterministic generated SQL,active,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/vaults/generated/representative_regimes/usdc_svb_2023-03-06_2023-03-20/boundary_states.sql,tracked_head,sql,vaults,generated SQL,sql/vaults/generated/representative_regimes/usdc_svb_2023-03-06_2023-03-20/boundary_states.sql,domain SQL,retain,deterministic generated SQL,active,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/vaults/generated/representative_regimes/usdc_svb_2023-03-06_2023-03-20/effective_rates.sql,tracked_head,sql,vaults,generated SQL,sql/vaults/generated/representative_regimes/usdc_svb_2023-03-06_2023-03-20/effective_rates.sql,domain SQL,retain,deterministic generated SQL,active,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/vaults/generated/representative_regimes/usdc_svb_2023-03-06_2023-03-20/ownership_history.sql,tracked_head,sql,vaults,generated SQL,sql/vaults/generated/representative_regimes/usdc_svb_2023-03-06_2023-03-20/ownership_history.sql,domain SQL,retain,deterministic generated SQL,active,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
sql/vaults/generated/representative_regimes/usdc_svb_2023-03-06_2023-03-20/vat_mutations.sql,tracked_head,sql,vaults,generated SQL,sql/vaults/generated/representative_regimes/usdc_svb_2023-03-06_2023-03-20/vat_mutations.sql,domain SQL,retain,deterministic generated SQL,active,medium_manifest_reference,07_sql,SQL checksum registry; generator determinism,No movement in this design task.
src/__init__.py,tracked_head,src,repository,Python implementation,src/dai_sim/__init__.py,durable repository file,move_and_rename,source-package,active,high_import,03_source_package,imports; unit and regression tests; Experiments 1-5 checksums,No movement in this design task.
src/collateral.py,tracked_head,src,repository,Python implementation,src/dai_sim/model/collateral.py,simulation model,move,model,active,high_import,03_source_package,imports; unit and regression tests; Experiments 1-5 checksums,No movement in this design task.
src/confidence.py,tracked_head,src,repository,Python implementation,src/dai_sim/model/confidence.py,simulation model,move,model,active,high_import,03_source_package,imports; unit and regression tests; Experiments 1-5 checksums,No movement in this design task.
src/dai_market.py,tracked_head,src,market,Python implementation,src/dai_sim/model/market.py,simulation model,move_and_rename,model,active,high_import,03_source_package,imports; unit and regression tests; Experiments 1-5 checksums,No movement in this design task.
src/empirical_config.py,modified_tracked,src,repository,Python implementation,src/dai_sim/inputs/configuration.py,runtime input adapter,move_and_rename,inputs,active,high_import,03_source_package,imports; unit and regression tests; Experiments 1-5 checksums,No movement in this design task.
src/empirical_data.py,tracked_head,src,repository,Python implementation,src/dai_sim/calibration/market.py;src/dai_sim/inputs/market.py,runtime input adapter,split,market-calibration-split,active,high_import,03_source_package,imports; unit and regression tests; Experiments 1-5 checksums,No movement in this design task.
src/empirical_sources.py,tracked_head,src,repository,Python implementation,src/dai_sim/inputs/sources.py,runtime input adapter,move_and_rename,inputs,active,high_import,03_source_package,imports; unit and regression tests; Experiments 1-5 checksums,No movement in this design task.
src/environment_inputs.py,modified_tracked,src,repository,Python implementation,src/dai_sim/inputs/environment.py,runtime input adapter,move_and_rename,inputs,active,high_import,03_source_package,imports; unit and regression tests; Experiments 1-5 checksums,No movement in this design task.
src/estimation/__init__.py,tracked_head,src,calibration,Python implementation,src/dai_sim/calibration/__init__.py,calibration,move,calibration,active,high_import,03_source_package,imports; unit and regression tests; Experiments 1-5 checksums,No movement in this design task.
src/estimation/adoption_review.py,tracked_head,src,calibration,Python implementation,src/dai_sim/calibration/adoption.py,calibration,move_and_rename,calibration,active,high_import,03_source_package,imports; unit and regression tests; Experiments 1-5 checksums,No movement in this design task.
src/estimation/data_loading.py,tracked_head,src,calibration,Python implementation,src/dai_sim/calibration/data_loading.py,calibration,move,calibration,active,high_import,03_source_package,imports; unit and regression tests; Experiments 1-5 checksums,No movement in this design task.
src/estimation/phase2a.py,tracked_head,src,calibration,Python implementation,src/dai_sim/calibration/market.py;src/dai_sim/calibration/gas.py;src/dai_sim/calibration/protocol.py,calibration,split,calibration-domain-split,active,high_import,03_source_package,imports; unit and regression tests; Experiments 1-5 checksums,No movement in this design task.
src/estimation/phase2a_review.py,tracked_head,src,calibration,Python implementation,src/dai_sim/calibration/validation.py,calibration,move_and_rename,calibration,active,high_import,03_source_package,imports; unit and regression tests; Experiments 1-5 checksums,No movement in this design task.
src/estimation/phase2b_vaults.py,tracked_head,src,vaults,Python implementation,src/dai_sim/calibration/vaults.py,calibration,move_and_rename,calibration,active,high_import,03_source_package,imports; unit and regression tests; Experiments 1-5 checksums,No movement in this design task.
