referring_file,line_or_key,referenced_path,reference_type,proposed_replacement,migration_risk,automatic_or_manual_update,validation_method
data/provenance/liquidations/manifest.json,1664,sql/liquidations/generated/chunk_23_2023_04_action.sql,literal_path,sql/liquidations/generated/history/chunk_23_2023_04_action.sql,high_path,mapping_driven_then_manual_review,SQL checksum and provenance reconciliation
data/provenance/liquidations/manifest.json,1671,data/provenance/liquidations/chunks/chunk_23_2023_04/chunk_23_2023_04_action.validation.json,literal_path,data/liquidations/provenance/chunks/chunk_23_2023_04/chunk_23_2023_04_action.validation.json,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,1690,data/raw/liquidations/chunks/chunk_23_2023_04/chunk_23_2023_04_transaction.csv,literal_path,data/liquidations/raw/chunks/chunk_23_2023_04/chunk_23_2023_04_transaction.csv,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,1699,sql/liquidations/generated/chunk_23_2023_04_transaction.sql,literal_path,sql/liquidations/generated/history/chunk_23_2023_04_transaction.sql,high_path,mapping_driven_then_manual_review,SQL checksum and provenance reconciliation
data/provenance/liquidations/manifest.json,1706,data/provenance/liquidations/chunks/chunk_23_2023_04/chunk_23_2023_04_transaction.validation.json,literal_path,data/liquidations/provenance/chunks/chunk_23_2023_04/chunk_23_2023_04_transaction.validation.json,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,1725,data/raw/liquidations/chunks/chunk_24_2023_05/chunk_24_2023_05_action.csv,literal_path,data/liquidations/raw/chunks/chunk_24_2023_05/chunk_24_2023_05_action.csv,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,1734,sql/liquidations/generated/chunk_24_2023_05_action.sql,literal_path,sql/liquidations/generated/history/chunk_24_2023_05_action.sql,high_path,mapping_driven_then_manual_review,SQL checksum and provenance reconciliation
data/provenance/liquidations/manifest.json,1741,data/provenance/liquidations/chunks/chunk_24_2023_05/chunk_24_2023_05_action.validation.json,literal_path,data/liquidations/provenance/chunks/chunk_24_2023_05/chunk_24_2023_05_action.validation.json,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,1760,data/raw/liquidations/chunks/chunk_24_2023_05/chunk_24_2023_05_transaction.csv,literal_path,data/liquidations/raw/chunks/chunk_24_2023_05/chunk_24_2023_05_transaction.csv,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,1769,sql/liquidations/generated/chunk_24_2023_05_transaction.sql,literal_path,sql/liquidations/generated/history/chunk_24_2023_05_transaction.sql,high_path,mapping_driven_then_manual_review,SQL checksum and provenance reconciliation
data/provenance/liquidations/manifest.json,1776,data/provenance/liquidations/chunks/chunk_24_2023_05/chunk_24_2023_05_transaction.validation.json,literal_path,data/liquidations/provenance/chunks/chunk_24_2023_05/chunk_24_2023_05_transaction.validation.json,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,1795,data/raw/liquidations/chunks/chunk_25_2023_06/chunk_25_2023_06_action.csv,literal_path,data/liquidations/raw/chunks/chunk_25_2023_06/chunk_25_2023_06_action.csv,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,1804,sql/liquidations/generated/chunk_25_2023_06_action.sql,literal_path,sql/liquidations/generated/history/chunk_25_2023_06_action.sql,high_path,mapping_driven_then_manual_review,SQL checksum and provenance reconciliation
data/provenance/liquidations/manifest.json,1811,data/provenance/liquidations/chunks/chunk_25_2023_06/chunk_25_2023_06_action.validation.json,literal_path,data/liquidations/provenance/chunks/chunk_25_2023_06/chunk_25_2023_06_action.validation.json,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,1830,data/raw/liquidations/chunks/chunk_25_2023_06/chunk_25_2023_06_transaction.csv,literal_path,data/liquidations/raw/chunks/chunk_25_2023_06/chunk_25_2023_06_transaction.csv,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,1839,sql/liquidations/generated/chunk_25_2023_06_transaction.sql,literal_path,sql/liquidations/generated/history/chunk_25_2023_06_transaction.sql,high_path,mapping_driven_then_manual_review,SQL checksum and provenance reconciliation
data/provenance/liquidations/manifest.json,1846,data/provenance/liquidations/chunks/chunk_25_2023_06/chunk_25_2023_06_transaction.validation.json,literal_path,data/liquidations/provenance/chunks/chunk_25_2023_06/chunk_25_2023_06_transaction.validation.json,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,1865,data/raw/liquidations/chunks/chunk_26_2023_07/chunk_26_2023_07_action.csv,literal_path,data/liquidations/raw/chunks/chunk_26_2023_07/chunk_26_2023_07_action.csv,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,1874,sql/liquidations/generated/chunk_26_2023_07_action.sql,literal_path,sql/liquidations/generated/history/chunk_26_2023_07_action.sql,high_path,mapping_driven_then_manual_review,SQL checksum and provenance reconciliation
data/provenance/liquidations/manifest.json,1881,data/provenance/liquidations/chunks/chunk_26_2023_07/chunk_26_2023_07_action.validation.json,literal_path,data/liquidations/provenance/chunks/chunk_26_2023_07/chunk_26_2023_07_action.validation.json,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,1900,data/raw/liquidations/chunks/chunk_26_2023_07/chunk_26_2023_07_transaction.csv,literal_path,data/liquidations/raw/chunks/chunk_26_2023_07/chunk_26_2023_07_transaction.csv,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,1909,sql/liquidations/generated/chunk_26_2023_07_transaction.sql,literal_path,sql/liquidations/generated/history/chunk_26_2023_07_transaction.sql,high_path,mapping_driven_then_manual_review,SQL checksum and provenance reconciliation
data/provenance/liquidations/manifest.json,1916,data/provenance/liquidations/chunks/chunk_26_2023_07/chunk_26_2023_07_transaction.validation.json,literal_path,data/liquidations/provenance/chunks/chunk_26_2023_07/chunk_26_2023_07_transaction.validation.json,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,1935,data/raw/liquidations/chunks/chunk_27_2023_08/chunk_27_2023_08_action.csv,literal_path,data/liquidations/raw/chunks/chunk_27_2023_08/chunk_27_2023_08_action.csv,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,1944,sql/liquidations/generated/chunk_27_2023_08_action.sql,literal_path,sql/liquidations/generated/history/chunk_27_2023_08_action.sql,high_path,mapping_driven_then_manual_review,SQL checksum and provenance reconciliation
data/provenance/liquidations/manifest.json,1951,data/provenance/liquidations/chunks/chunk_27_2023_08/chunk_27_2023_08_action.validation.json,literal_path,data/liquidations/provenance/chunks/chunk_27_2023_08/chunk_27_2023_08_action.validation.json,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,1970,data/raw/liquidations/chunks/chunk_27_2023_08/chunk_27_2023_08_transaction.csv,literal_path,data/liquidations/raw/chunks/chunk_27_2023_08/chunk_27_2023_08_transaction.csv,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,1979,sql/liquidations/generated/chunk_27_2023_08_transaction.sql,literal_path,sql/liquidations/generated/history/chunk_27_2023_08_transaction.sql,high_path,mapping_driven_then_manual_review,SQL checksum and provenance reconciliation
data/provenance/liquidations/manifest.json,1986,data/provenance/liquidations/chunks/chunk_27_2023_08/chunk_27_2023_08_transaction.validation.json,literal_path,data/liquidations/provenance/chunks/chunk_27_2023_08/chunk_27_2023_08_transaction.validation.json,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,2005,data/raw/liquidations/chunks/chunk_28_2023_09/chunk_28_2023_09_action.csv,literal_path,data/liquidations/raw/chunks/chunk_28_2023_09/chunk_28_2023_09_action.csv,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,2014,sql/liquidations/generated/chunk_28_2023_09_action.sql,literal_path,sql/liquidations/generated/history/chunk_28_2023_09_action.sql,high_path,mapping_driven_then_manual_review,SQL checksum and provenance reconciliation
data/provenance/liquidations/manifest.json,2021,data/provenance/liquidations/chunks/chunk_28_2023_09/chunk_28_2023_09_action.validation.json,literal_path,data/liquidations/provenance/chunks/chunk_28_2023_09/chunk_28_2023_09_action.validation.json,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,2040,data/raw/liquidations/chunks/chunk_28_2023_09/chunk_28_2023_09_transaction.csv,literal_path,data/liquidations/raw/chunks/chunk_28_2023_09/chunk_28_2023_09_transaction.csv,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,2049,sql/liquidations/generated/chunk_28_2023_09_transaction.sql,literal_path,sql/liquidations/generated/history/chunk_28_2023_09_transaction.sql,high_path,mapping_driven_then_manual_review,SQL checksum and provenance reconciliation
data/provenance/liquidations/manifest.json,2056,data/provenance/liquidations/chunks/chunk_28_2023_09/chunk_28_2023_09_transaction.validation.json,literal_path,data/liquidations/provenance/chunks/chunk_28_2023_09/chunk_28_2023_09_transaction.validation.json,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,2075,data/raw/liquidations/chunks/chunk_29_2023_10/chunk_29_2023_10_action.csv,literal_path,data/liquidations/raw/chunks/chunk_29_2023_10/chunk_29_2023_10_action.csv,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,2084,sql/liquidations/generated/chunk_29_2023_10_action.sql,literal_path,sql/liquidations/generated/history/chunk_29_2023_10_action.sql,high_path,mapping_driven_then_manual_review,SQL checksum and provenance reconciliation
data/provenance/liquidations/manifest.json,2091,data/provenance/liquidations/chunks/chunk_29_2023_10/chunk_29_2023_10_action.validation.json,literal_path,data/liquidations/provenance/chunks/chunk_29_2023_10/chunk_29_2023_10_action.validation.json,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,2110,data/raw/liquidations/chunks/chunk_29_2023_10/chunk_29_2023_10_transaction.csv,literal_path,data/liquidations/raw/chunks/chunk_29_2023_10/chunk_29_2023_10_transaction.csv,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,2119,sql/liquidations/generated/chunk_29_2023_10_transaction.sql,literal_path,sql/liquidations/generated/history/chunk_29_2023_10_transaction.sql,high_path,mapping_driven_then_manual_review,SQL checksum and provenance reconciliation
data/provenance/liquidations/manifest.json,2126,data/provenance/liquidations/chunks/chunk_29_2023_10/chunk_29_2023_10_transaction.validation.json,literal_path,data/liquidations/provenance/chunks/chunk_29_2023_10/chunk_29_2023_10_transaction.validation.json,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,2145,data/raw/liquidations/chunks/chunk_30_2023_11/chunk_30_2023_11_action.csv,literal_path,data/liquidations/raw/chunks/chunk_30_2023_11/chunk_30_2023_11_action.csv,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,2154,sql/liquidations/generated/chunk_30_2023_11_action.sql,literal_path,sql/liquidations/generated/history/chunk_30_2023_11_action.sql,high_path,mapping_driven_then_manual_review,SQL checksum and provenance reconciliation
data/provenance/liquidations/manifest.json,2161,data/provenance/liquidations/chunks/chunk_30_2023_11/chunk_30_2023_11_action.validation.json,literal_path,data/liquidations/provenance/chunks/chunk_30_2023_11/chunk_30_2023_11_action.validation.json,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,2180,data/raw/liquidations/chunks/chunk_30_2023_11/chunk_30_2023_11_transaction.csv,literal_path,data/liquidations/raw/chunks/chunk_30_2023_11/chunk_30_2023_11_transaction.csv,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,2189,sql/liquidations/generated/chunk_30_2023_11_transaction.sql,literal_path,sql/liquidations/generated/history/chunk_30_2023_11_transaction.sql,high_path,mapping_driven_then_manual_review,SQL checksum and provenance reconciliation
data/provenance/liquidations/manifest.json,2196,data/provenance/liquidations/chunks/chunk_30_2023_11/chunk_30_2023_11_transaction.validation.json,literal_path,data/liquidations/provenance/chunks/chunk_30_2023_11/chunk_30_2023_11_transaction.validation.json,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,2215,data/raw/liquidations/chunks/chunk_31_2023_12/chunk_31_2023_12_action.csv,literal_path,data/liquidations/raw/chunks/chunk_31_2023_12/chunk_31_2023_12_action.csv,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,2224,sql/liquidations/generated/chunk_31_2023_12_action.sql,literal_path,sql/liquidations/generated/history/chunk_31_2023_12_action.sql,high_path,mapping_driven_then_manual_review,SQL checksum and provenance reconciliation
data/provenance/liquidations/manifest.json,2231,data/provenance/liquidations/chunks/chunk_31_2023_12/chunk_31_2023_12_action.validation.json,literal_path,data/liquidations/provenance/chunks/chunk_31_2023_12/chunk_31_2023_12_action.validation.json,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,2250,data/raw/liquidations/chunks/chunk_31_2023_12/chunk_31_2023_12_transaction.csv,literal_path,data/liquidations/raw/chunks/chunk_31_2023_12/chunk_31_2023_12_transaction.csv,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,2259,sql/liquidations/generated/chunk_31_2023_12_transaction.sql,literal_path,sql/liquidations/generated/history/chunk_31_2023_12_transaction.sql,high_path,mapping_driven_then_manual_review,SQL checksum and provenance reconciliation
data/provenance/liquidations/manifest.json,2266,data/provenance/liquidations/chunks/chunk_31_2023_12/chunk_31_2023_12_transaction.validation.json,literal_path,data/liquidations/provenance/chunks/chunk_31_2023_12/chunk_31_2023_12_transaction.validation.json,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,2285,data/raw/liquidations/chunks/chunk_32_2024_01/chunk_32_2024_01_action.csv,literal_path,data/liquidations/raw/chunks/chunk_32_2024_01/chunk_32_2024_01_action.csv,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,2294,sql/liquidations/generated/chunk_32_2024_01_action.sql,literal_path,sql/liquidations/generated/history/chunk_32_2024_01_action.sql,high_path,mapping_driven_then_manual_review,SQL checksum and provenance reconciliation
data/provenance/liquidations/manifest.json,2301,data/provenance/liquidations/chunks/chunk_32_2024_01/chunk_32_2024_01_action.validation.json,literal_path,data/liquidations/provenance/chunks/chunk_32_2024_01/chunk_32_2024_01_action.validation.json,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,2320,data/raw/liquidations/chunks/chunk_32_2024_01/chunk_32_2024_01_transaction.csv,literal_path,data/liquidations/raw/chunks/chunk_32_2024_01/chunk_32_2024_01_transaction.csv,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,2329,sql/liquidations/generated/chunk_32_2024_01_transaction.sql,literal_path,sql/liquidations/generated/history/chunk_32_2024_01_transaction.sql,high_path,mapping_driven_then_manual_review,SQL checksum and provenance reconciliation
data/provenance/liquidations/manifest.json,2336,data/provenance/liquidations/chunks/chunk_32_2024_01/chunk_32_2024_01_transaction.validation.json,literal_path,data/liquidations/provenance/chunks/chunk_32_2024_01/chunk_32_2024_01_transaction.validation.json,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,2355,data/raw/liquidations/chunks/chunk_33_2024_02/chunk_33_2024_02_action.csv,literal_path,data/liquidations/raw/chunks/chunk_33_2024_02/chunk_33_2024_02_action.csv,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,2364,sql/liquidations/generated/chunk_33_2024_02_action.sql,literal_path,sql/liquidations/generated/history/chunk_33_2024_02_action.sql,high_path,mapping_driven_then_manual_review,SQL checksum and provenance reconciliation
data/provenance/liquidations/manifest.json,2371,data/provenance/liquidations/chunks/chunk_33_2024_02/chunk_33_2024_02_action.validation.json,literal_path,data/liquidations/provenance/chunks/chunk_33_2024_02/chunk_33_2024_02_action.validation.json,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,2390,data/raw/liquidations/chunks/chunk_33_2024_02/chunk_33_2024_02_transaction.csv,literal_path,data/liquidations/raw/chunks/chunk_33_2024_02/chunk_33_2024_02_transaction.csv,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,2399,sql/liquidations/generated/chunk_33_2024_02_transaction.sql,literal_path,sql/liquidations/generated/history/chunk_33_2024_02_transaction.sql,high_path,mapping_driven_then_manual_review,SQL checksum and provenance reconciliation
data/provenance/liquidations/manifest.json,2406,data/provenance/liquidations/chunks/chunk_33_2024_02/chunk_33_2024_02_transaction.validation.json,literal_path,data/liquidations/provenance/chunks/chunk_33_2024_02/chunk_33_2024_02_transaction.validation.json,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,2425,data/raw/liquidations/chunks/chunk_34_2024_03/chunk_34_2024_03_action.csv,literal_path,data/liquidations/raw/chunks/chunk_34_2024_03/chunk_34_2024_03_action.csv,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,2434,sql/liquidations/generated/chunk_34_2024_03_action.sql,literal_path,sql/liquidations/generated/history/chunk_34_2024_03_action.sql,high_path,mapping_driven_then_manual_review,SQL checksum and provenance reconciliation
data/provenance/liquidations/manifest.json,2441,data/provenance/liquidations/chunks/chunk_34_2024_03/chunk_34_2024_03_action.validation.json,literal_path,data/liquidations/provenance/chunks/chunk_34_2024_03/chunk_34_2024_03_action.validation.json,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,2460,data/raw/liquidations/chunks/chunk_34_2024_03/chunk_34_2024_03_transaction.csv,literal_path,data/liquidations/raw/chunks/chunk_34_2024_03/chunk_34_2024_03_transaction.csv,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,2469,sql/liquidations/generated/chunk_34_2024_03_transaction.sql,literal_path,sql/liquidations/generated/history/chunk_34_2024_03_transaction.sql,high_path,mapping_driven_then_manual_review,SQL checksum and provenance reconciliation
data/provenance/liquidations/manifest.json,2476,data/provenance/liquidations/chunks/chunk_34_2024_03/chunk_34_2024_03_transaction.validation.json,literal_path,data/liquidations/provenance/chunks/chunk_34_2024_03/chunk_34_2024_03_transaction.validation.json,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,2495,data/raw/liquidations/chunks/chunk_35_2024_04/chunk_35_2024_04_action.csv,literal_path,data/liquidations/raw/chunks/chunk_35_2024_04/chunk_35_2024_04_action.csv,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,2504,sql/liquidations/generated/chunk_35_2024_04_action.sql,literal_path,sql/liquidations/generated/history/chunk_35_2024_04_action.sql,high_path,mapping_driven_then_manual_review,SQL checksum and provenance reconciliation
data/provenance/liquidations/manifest.json,2511,data/provenance/liquidations/chunks/chunk_35_2024_04/chunk_35_2024_04_action.validation.json,literal_path,data/liquidations/provenance/chunks/chunk_35_2024_04/chunk_35_2024_04_action.validation.json,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,2530,data/raw/liquidations/chunks/chunk_35_2024_04/chunk_35_2024_04_transaction.csv,literal_path,data/liquidations/raw/chunks/chunk_35_2024_04/chunk_35_2024_04_transaction.csv,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,2539,sql/liquidations/generated/chunk_35_2024_04_transaction.sql,literal_path,sql/liquidations/generated/history/chunk_35_2024_04_transaction.sql,high_path,mapping_driven_then_manual_review,SQL checksum and provenance reconciliation
data/provenance/liquidations/manifest.json,2546,data/provenance/liquidations/chunks/chunk_35_2024_04/chunk_35_2024_04_transaction.validation.json,literal_path,data/liquidations/provenance/chunks/chunk_35_2024_04/chunk_35_2024_04_transaction.validation.json,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,2565,data/raw/liquidations/chunks/chunk_36_2024_05/chunk_36_2024_05_action.csv,literal_path,data/liquidations/raw/chunks/chunk_36_2024_05/chunk_36_2024_05_action.csv,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,2574,sql/liquidations/generated/chunk_36_2024_05_action.sql,literal_path,sql/liquidations/generated/history/chunk_36_2024_05_action.sql,high_path,mapping_driven_then_manual_review,SQL checksum and provenance reconciliation
data/provenance/liquidations/manifest.json,2581,data/provenance/liquidations/chunks/chunk_36_2024_05/chunk_36_2024_05_action.validation.json,literal_path,data/liquidations/provenance/chunks/chunk_36_2024_05/chunk_36_2024_05_action.validation.json,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,2600,data/raw/liquidations/chunks/chunk_36_2024_05/chunk_36_2024_05_transaction.csv,literal_path,data/liquidations/raw/chunks/chunk_36_2024_05/chunk_36_2024_05_transaction.csv,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,2609,sql/liquidations/generated/chunk_36_2024_05_transaction.sql,literal_path,sql/liquidations/generated/history/chunk_36_2024_05_transaction.sql,high_path,mapping_driven_then_manual_review,SQL checksum and provenance reconciliation
data/provenance/liquidations/manifest.json,2616,data/provenance/liquidations/chunks/chunk_36_2024_05/chunk_36_2024_05_transaction.validation.json,literal_path,data/liquidations/provenance/chunks/chunk_36_2024_05/chunk_36_2024_05_transaction.validation.json,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,2635,data/raw/liquidations/chunks/chunk_37_2024_06/chunk_37_2024_06_action.csv,literal_path,data/liquidations/raw/chunks/chunk_37_2024_06/chunk_37_2024_06_action.csv,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,2644,sql/liquidations/generated/chunk_37_2024_06_action.sql,literal_path,sql/liquidations/generated/history/chunk_37_2024_06_action.sql,high_path,mapping_driven_then_manual_review,SQL checksum and provenance reconciliation
data/provenance/liquidations/manifest.json,2651,data/provenance/liquidations/chunks/chunk_37_2024_06/chunk_37_2024_06_action.validation.json,literal_path,data/liquidations/provenance/chunks/chunk_37_2024_06/chunk_37_2024_06_action.validation.json,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,2670,data/raw/liquidations/chunks/chunk_37_2024_06/chunk_37_2024_06_transaction.csv,literal_path,data/liquidations/raw/chunks/chunk_37_2024_06/chunk_37_2024_06_transaction.csv,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/liquidations/manifest.json,2679,sql/liquidations/generated/chunk_37_2024_06_transaction.sql,literal_path,sql/liquidations/generated/history/chunk_37_2024_06_transaction.sql,high_path,mapping_driven_then_manual_review,SQL checksum and provenance reconciliation
data/provenance/liquidations/manifest.json,2686,data/provenance/liquidations/chunks/chunk_37_2024_06/chunk_37_2024_06_transaction.validation.json,literal_path,data/liquidations/provenance/chunks/chunk_37_2024_06/chunk_37_2024_06_transaction.validation.json,high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/manifests/data_manifest.csv,2,"sql/dune_hourly_market_prices.sql,902632c854f81d3e2cd28f1dcd5803b65b1da39881a2ec418e11d3bc0150ba34,2026-07-20T17:13:43.911219+00:00,2021-06-01",literal_path,"sql/dune_hourly_market_prices.sql,902632c854f81d3e2cd28f1dcd5803b65b1da39881a2ec418e11d3bc0150ba34,2026-07-20T17:13:43.911219+00:00,2021-06-01",high_path,mapping_driven_then_manual_review,SQL checksum and provenance reconciliation
data/provenance/manifests/data_manifest.csv,2,"data/raw/market/dune_prices_hourly_2021-06-01_2024-06-30.csv,13538974,99487a45d4e56cd27ee8f108413f0677af0e87efc4d2af3e071fe80d89e524d5,passed",literal_path,"data/market/raw/dune_prices_hourly_2021-06-01_2024-06-30.csv,13538974,99487a45d4e56cd27ee8f108413f0677af0e87efc4d2af3e071fe80d89e524d5,passed",high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/manifests/data_manifest.csv,2,"data/processed/market/dune_hourly_market_prices_processed.csv,8075249,43f8a23aff2ec995a4e1ad5e8fc66f4b5223e8dcc9c8a36bd272d733ae1d4e25,scripts/process_dune_market_prices.py,53e40760c4ca052916747d3863621c67395f6150edc85099bc9b4f243dbd7812,2026-07-20T23:01:15.764613+00:00,27024,17,passed,data/provenance/market/dune_hourly_market_prices_processed_validation.json,data/provenance/market/dune_hourly_market_prices_processing_metadata.json,data/processed/market/stablecoin_extreme_review.csv,113,ce6943747a1bab414c4e808bc10f0f00938818da1bbf8f27d12ca809b683c053",literal_path,"data/market/processed/dune_hourly_market_prices_processed.csv,8075249,43f8a23aff2ec995a4e1ad5e8fc66f4b5223e8dcc9c8a36bd272d733ae1d4e25,scripts/process_dune_market_prices.py,53e40760c4ca052916747d3863621c67395f6150edc85099bc9b4f243dbd7812,2026-07-20T23:01:15.764613+00:00,27024,17,passed,data/provenance/market/dune_hourly_market_prices_processed_validation.json,data/provenance/market/dune_hourly_market_prices_processing_metadata.json,data/processed/market/stablecoin_extreme_review.csv,113,ce6943747a1bab414c4e808bc10f0f00938818da1bbf8f27d12ca809b683c053",high_path,mapping_driven_then_manual_review,existence; manifest/checksum/path-metadata reconciliation
data/provenance/manifests/data_manifest.csv,3,"sql/dune_hourly_market_prices.sql,902632c854f81d3e2cd28f1dcd5803b65b1da39881a2ec418e11d3bc0150ba34,2026-07-20T17:13:43.911219+00:00,2021-06-01",literal_path,"sql/dune_hourly_market_prices.sql,902632c854f81d3e2cd28f1dcd5803b65b1da39881a2ec418e11d3bc0150ba34,2026-07-20T17:13:43.911219+00:00,2021-06-01",high_path,mapping_driven_then_manual_review,SQL checksum and provenance reconciliation
