candidate_key,phase,parameter,canonical_parameter,simulator_field,estimate_value,distribution_reference,units,frequency,regime,collateral,uncertainty,sample_size,provenance_class,source_dataset,estimator,original_status,review_status,recommended_treatment,adoption_gate,original_candidate_sha256,source_registry,source_registry_sha256,notes
phase2a:035,2A,ETH-B_liquidation_penalty_rate_effective_history,4.4.2,CollateralConfig.liquidation_penalty,,protocol/protocol_parameter_summary.csv,fraction_of_debt,effective_dated_hourly,historical_replay,ETH-B,Deterministic on-chain setting; no sampling interval.,27024,protocol_constant,Phase 1D hourly protocol panel,Direct effective-state extraction,candidate_validated_for_review,ready_for_later_adoption,Select the value effective at the replay or scenario baseline timestamp.,Choose and document the replay/baseline timestamp.,e78093c3e5c9697c8f2040366fd166608a4a7a4ddd6bfcc447ca809c311e595f,data/processed/estimation/phase2a/phase2a_candidate_parameters.json,fae0583fd2dc8a477df49d5954c80c486a209f8d3df963d779e5fe289fa5972d,Time variation and exact-ilk identity are retained; no pooled governance average is adopted. | Never replace the effective history with an unlabelled average. | The current ABM cannot vary the setting within a run.
phase2a:036,2A,ETH-C_liquidation_penalty_rate_effective_history,4.4.2,CollateralConfig.liquidation_penalty,,protocol/protocol_parameter_summary.csv,fraction_of_debt,effective_dated_hourly,historical_replay,ETH-C,Deterministic on-chain setting; no sampling interval.,27024,protocol_constant,Phase 1D hourly protocol panel,Direct effective-state extraction,candidate_validated_for_review,ready_for_later_adoption,Select the value effective at the replay or scenario baseline timestamp.,Choose and document the replay/baseline timestamp.,a054e4dbee2fc93384619fa0ae27e6787ab449c8304272817f613e89065fdc74,data/processed/estimation/phase2a/phase2a_candidate_parameters.json,fae0583fd2dc8a477df49d5954c80c486a209f8d3df963d779e5fe289fa5972d,Time variation and exact-ilk identity are retained; no pooled governance average is adopted. | Never replace the effective history with an unlabelled average. | The current ABM cannot vary the setting within a run.
phase2a:037,2A,WBTC-A_liquidation_penalty_rate_effective_history,4.4.2,CollateralConfig.liquidation_penalty,,protocol/protocol_parameter_summary.csv,fraction_of_debt,effective_dated_hourly,historical_replay,WBTC-A,Deterministic on-chain setting; no sampling interval.,27024,protocol_constant,Phase 1D hourly protocol panel,Direct effective-state extraction,candidate_validated_for_review,ready_for_later_adoption,Select the value effective at the replay or scenario baseline timestamp.,Choose and document the replay/baseline timestamp.,bec623fbfb58a798daf788ef637245d761b514ad0f9197e6931482e670d7f18f,data/processed/estimation/phase2a/phase2a_candidate_parameters.json,fae0583fd2dc8a477df49d5954c80c486a209f8d3df963d779e5fe289fa5972d,Time variation and exact-ilk identity are retained; no pooled governance average is adopted. | Never replace the effective history with an unlabelled average. | The current ABM cannot vary the setting within a run.
phase2a:038,2A,WBTC-B_liquidation_penalty_rate_effective_history,4.4.2,CollateralConfig.liquidation_penalty,,protocol/protocol_parameter_summary.csv,fraction_of_debt,effective_dated_hourly,historical_replay,WBTC-B,Deterministic on-chain setting; no sampling interval.,22833,protocol_constant,Phase 1D hourly protocol panel,Direct effective-state extraction,candidate_validated_for_review,ready_for_later_adoption,Select the value effective at the replay or scenario baseline timestamp.,Choose and document the replay/baseline timestamp.,7bc3ffcf4220adf0a14e4780759afb0f75504a94c9b52daef60bbcf69a65eb64,data/processed/estimation/phase2a/phase2a_candidate_parameters.json,fae0583fd2dc8a477df49d5954c80c486a209f8d3df963d779e5fe289fa5972d,Time variation and exact-ilk identity are retained; no pooled governance average is adopted. | Never replace the effective history with an unlabelled average. | The current ABM cannot vary the setting within a run.
phase2a:039,2A,WBTC-C_liquidation_penalty_rate_effective_history,4.4.2,CollateralConfig.liquidation_penalty,,protocol/protocol_parameter_summary.csv,fraction_of_debt,effective_dated_hourly,historical_replay,WBTC-C,Deterministic on-chain setting; no sampling interval.,22665,protocol_constant,Phase 1D hourly protocol panel,Direct effective-state extraction,candidate_validated_for_review,ready_for_later_adoption,Select the value effective at the replay or scenario baseline timestamp.,Choose and document the replay/baseline timestamp.,4761490adac168e447b3fb53c2bbe89aa1278ebb8b17851f8c25a7435369675f,data/processed/estimation/phase2a/phase2a_candidate_parameters.json,fae0583fd2dc8a477df49d5954c80c486a209f8d3df963d779e5fe289fa5972d,Time variation and exact-ilk identity are retained; no pooled governance average is adopted. | Never replace the effective history with an unlabelled average. | The current ABM cannot vary the setting within a run.
phase2a:040,2A,ETH-A_debt_ceiling_dai_effective_history,unmapped:ETH-A_debt_ceiling_dai_effective_history,protocol.debt_ceiling,,protocol/protocol_parameter_summary.csv,DAI,effective_dated_hourly,historical_replay,ETH-A,Deterministic on-chain setting; no sampling interval.,27024,protocol_constant,Phase 1D hourly protocol panel,Direct effective-state extraction,candidate_validated_for_review,blocked_by_model_mapping,"Retain for provenance, historical context and possible later mechanics.",Separate authorisation for a model-mechanics change.,5738e1b180c45d99db1836f54491fab06c93ba446d5b9284885b8039f1596ba7,data/processed/estimation/phase2a/phase2a_candidate_parameters.json,fae0583fd2dc8a477df49d5954c80c486a209f8d3df963d779e5fe289fa5972d,"Time variation and exact-ilk identity are retained; no pooled governance average is adopted. | Credible protocol evidence, but not currently adoptable configuration. | No current simulator field or mechanism consumes this setting."
phase2a:041,2A,ETH-B_debt_ceiling_dai_effective_history,unmapped:ETH-B_debt_ceiling_dai_effective_history,protocol.debt_ceiling,,protocol/protocol_parameter_summary.csv,DAI,effective_dated_hourly,historical_replay,ETH-B,Deterministic on-chain setting; no sampling interval.,27024,protocol_constant,Phase 1D hourly protocol panel,Direct effective-state extraction,candidate_validated_for_review,blocked_by_model_mapping,"Retain for provenance, historical context and possible later mechanics.",Separate authorisation for a model-mechanics change.,856359ea68ebada46ba45172a93dcd997807434a044d28640cb6c174c7039250,data/processed/estimation/phase2a/phase2a_candidate_parameters.json,fae0583fd2dc8a477df49d5954c80c486a209f8d3df963d779e5fe289fa5972d,"Time variation and exact-ilk identity are retained; no pooled governance average is adopted. | Credible protocol evidence, but not currently adoptable configuration. | No current simulator field or mechanism consumes this setting."
phase2a:042,2A,ETH-C_debt_ceiling_dai_effective_history,unmapped:ETH-C_debt_ceiling_dai_effective_history,protocol.debt_ceiling,,protocol/protocol_parameter_summary.csv,DAI,effective_dated_hourly,historical_replay,ETH-C,Deterministic on-chain setting; no sampling interval.,27024,protocol_constant,Phase 1D hourly protocol panel,Direct effective-state extraction,candidate_validated_for_review,blocked_by_model_mapping,"Retain for provenance, historical context and possible later mechanics.",Separate authorisation for a model-mechanics change.,4b5b7f3812105a41e3d947731be04c1befb5a6a2cefb1c4642a31727582ba8e2,data/processed/estimation/phase2a/phase2a_candidate_parameters.json,fae0583fd2dc8a477df49d5954c80c486a209f8d3df963d779e5fe289fa5972d,"Time variation and exact-ilk identity are retained; no pooled governance average is adopted. | Credible protocol evidence, but not currently adoptable configuration. | No current simulator field or mechanism consumes this setting."
phase2a:043,2A,WBTC-A_debt_ceiling_dai_effective_history,unmapped:WBTC-A_debt_ceiling_dai_effective_history,protocol.debt_ceiling,,protocol/protocol_parameter_summary.csv,DAI,effective_dated_hourly,historical_replay,WBTC-A,Deterministic on-chain setting; no sampling interval.,27024,protocol_constant,Phase 1D hourly protocol panel,Direct effective-state extraction,candidate_validated_for_review,blocked_by_model_mapping,"Retain for provenance, historical context and possible later mechanics.",Separate authorisation for a model-mechanics change.,b4ab46d898b14bab2504afadc1cbe3174f8a0cc38003ebeee62a90f9f034d8e9,data/processed/estimation/phase2a/phase2a_candidate_parameters.json,fae0583fd2dc8a477df49d5954c80c486a209f8d3df963d779e5fe289fa5972d,"Time variation and exact-ilk identity are retained; no pooled governance average is adopted. | Credible protocol evidence, but not currently adoptable configuration. | No current simulator field or mechanism consumes this setting."
phase2a:044,2A,WBTC-B_debt_ceiling_dai_effective_history,unmapped:WBTC-B_debt_ceiling_dai_effective_history,protocol.debt_ceiling,,protocol/protocol_parameter_summary.csv,DAI,effective_dated_hourly,historical_replay,WBTC-B,Deterministic on-chain setting; no sampling interval.,22833,protocol_constant,Phase 1D hourly protocol panel,Direct effective-state extraction,candidate_validated_for_review,blocked_by_model_mapping,"Retain for provenance, historical context and possible later mechanics.",Separate authorisation for a model-mechanics change.,080123ff9e12de790342df9a97bf3244160553f9b0e29ce8b57a86ff22df9e74,data/processed/estimation/phase2a/phase2a_candidate_parameters.json,fae0583fd2dc8a477df49d5954c80c486a209f8d3df963d779e5fe289fa5972d,"Time variation and exact-ilk identity are retained; no pooled governance average is adopted. | Credible protocol evidence, but not currently adoptable configuration. | No current simulator field or mechanism consumes this setting."
phase2a:045,2A,WBTC-C_debt_ceiling_dai_effective_history,unmapped:WBTC-C_debt_ceiling_dai_effective_history,protocol.debt_ceiling,,protocol/protocol_parameter_summary.csv,DAI,effective_dated_hourly,historical_replay,WBTC-C,Deterministic on-chain setting; no sampling interval.,22665,protocol_constant,Phase 1D hourly protocol panel,Direct effective-state extraction,candidate_validated_for_review,blocked_by_model_mapping,"Retain for provenance, historical context and possible later mechanics.",Separate authorisation for a model-mechanics change.,ffc02a16577969c6b5024c623424b42fbdf3cca6d7a615306adb09808db29239,data/processed/estimation/phase2a/phase2a_candidate_parameters.json,fae0583fd2dc8a477df49d5954c80c486a209f8d3df963d779e5fe289fa5972d,"Time variation and exact-ilk identity are retained; no pooled governance average is adopted. | Credible protocol evidence, but not currently adoptable configuration. | No current simulator field or mechanism consumes this setting."
phase2a:046,2A,ETH-A_minimum_debt_dai_effective_history,unmapped:ETH-A_minimum_debt_dai_effective_history,protocol.minimum_debt,,protocol/protocol_parameter_summary.csv,DAI,effective_dated_hourly,historical_replay,ETH-A,Deterministic on-chain setting; no sampling interval.,27024,protocol_constant,Phase 1D hourly protocol panel,Direct effective-state extraction,candidate_validated_for_review,blocked_by_model_mapping,"Retain for provenance, historical context and possible later mechanics.",Separate authorisation for a model-mechanics change.,38357c09be95c521f08b6a184d5ce14a36e73f9297c236cd26c57ca707147531,data/processed/estimation/phase2a/phase2a_candidate_parameters.json,fae0583fd2dc8a477df49d5954c80c486a209f8d3df963d779e5fe289fa5972d,"Time variation and exact-ilk identity are retained; no pooled governance average is adopted. | Credible protocol evidence, but not currently adoptable configuration. | No current simulator field or mechanism consumes this setting."
phase2a:047,2A,ETH-B_minimum_debt_dai_effective_history,unmapped:ETH-B_minimum_debt_dai_effective_history,protocol.minimum_debt,,protocol/protocol_parameter_summary.csv,DAI,effective_dated_hourly,historical_replay,ETH-B,Deterministic on-chain setting; no sampling interval.,27024,protocol_constant,Phase 1D hourly protocol panel,Direct effective-state extraction,candidate_validated_for_review,blocked_by_model_mapping,"Retain for provenance, historical context and possible later mechanics.",Separate authorisation for a model-mechanics change.,429074ea941ac0d03c75330534fdedf6eac64a5b1f9e76adb45dba732ebb6400,data/processed/estimation/phase2a/phase2a_candidate_parameters.json,fae0583fd2dc8a477df49d5954c80c486a209f8d3df963d779e5fe289fa5972d,"Time variation and exact-ilk identity are retained; no pooled governance average is adopted. | Credible protocol evidence, but not currently adoptable configuration. | No current simulator field or mechanism consumes this setting."
phase2a:048,2A,ETH-C_minimum_debt_dai_effective_history,unmapped:ETH-C_minimum_debt_dai_effective_history,protocol.minimum_debt,,protocol/protocol_parameter_summary.csv,DAI,effective_dated_hourly,historical_replay,ETH-C,Deterministic on-chain setting; no sampling interval.,27024,protocol_constant,Phase 1D hourly protocol panel,Direct effective-state extraction,candidate_validated_for_review,blocked_by_model_mapping,"Retain for provenance, historical context and possible later mechanics.",Separate authorisation for a model-mechanics change.,14982e70db0043eb2a5f934a0c45654c3517e2f8ae845c7b0b8bcadea11ebb88,data/processed/estimation/phase2a/phase2a_candidate_parameters.json,fae0583fd2dc8a477df49d5954c80c486a209f8d3df963d779e5fe289fa5972d,"Time variation and exact-ilk identity are retained; no pooled governance average is adopted. | Credible protocol evidence, but not currently adoptable configuration. | No current simulator field or mechanism consumes this setting."
phase2a:049,2A,WBTC-A_minimum_debt_dai_effective_history,unmapped:WBTC-A_minimum_debt_dai_effective_history,protocol.minimum_debt,,protocol/protocol_parameter_summary.csv,DAI,effective_dated_hourly,historical_replay,WBTC-A,Deterministic on-chain setting; no sampling interval.,27024,protocol_constant,Phase 1D hourly protocol panel,Direct effective-state extraction,candidate_validated_for_review,blocked_by_model_mapping,"Retain for provenance, historical context and possible later mechanics.",Separate authorisation for a model-mechanics change.,67b1a06166a6c22844baa3683d8d1327d7194ead3473d649a44d4e7a3fb287a8,data/processed/estimation/phase2a/phase2a_candidate_parameters.json,fae0583fd2dc8a477df49d5954c80c486a209f8d3df963d779e5fe289fa5972d,"Time variation and exact-ilk identity are retained; no pooled governance average is adopted. | Credible protocol evidence, but not currently adoptable configuration. | No current simulator field or mechanism consumes this setting."
phase2a:050,2A,WBTC-B_minimum_debt_dai_effective_history,unmapped:WBTC-B_minimum_debt_dai_effective_history,protocol.minimum_debt,,protocol/protocol_parameter_summary.csv,DAI,effective_dated_hourly,historical_replay,WBTC-B,Deterministic on-chain setting; no sampling interval.,22833,protocol_constant,Phase 1D hourly protocol panel,Direct effective-state extraction,candidate_validated_for_review,blocked_by_model_mapping,"Retain for provenance, historical context and possible later mechanics.",Separate authorisation for a model-mechanics change.,593c81b2e3dcb913f1dd9551505a28ac804c7fa28c05c5c9a37127c4882dce95,data/processed/estimation/phase2a/phase2a_candidate_parameters.json,fae0583fd2dc8a477df49d5954c80c486a209f8d3df963d779e5fe289fa5972d,"Time variation and exact-ilk identity are retained; no pooled governance average is adopted. | Credible protocol evidence, but not currently adoptable configuration. | No current simulator field or mechanism consumes this setting."
phase2a:051,2A,WBTC-C_minimum_debt_dai_effective_history,unmapped:WBTC-C_minimum_debt_dai_effective_history,protocol.minimum_debt,,protocol/protocol_parameter_summary.csv,DAI,effective_dated_hourly,historical_replay,WBTC-C,Deterministic on-chain setting; no sampling interval.,22665,protocol_constant,Phase 1D hourly protocol panel,Direct effective-state extraction,candidate_validated_for_review,blocked_by_model_mapping,"Retain for provenance, historical context and possible later mechanics.",Separate authorisation for a model-mechanics change.,3101ea775c2678c769b164dfb434008dba674d567db7c7c53da8e6582cca9aad,data/processed/estimation/phase2a/phase2a_candidate_parameters.json,fae0583fd2dc8a477df49d5954c80c486a209f8d3df963d779e5fe289fa5972d,"Time variation and exact-ilk identity are retained; no pooled governance average is adopted. | Credible protocol evidence, but not currently adoptable configuration. | No current simulator field or mechanism consumes this setting."
phase2a:052,2A,ETH-A_annualised_stability_fee_effective_history,unmapped:ETH-A_annualised_stability_fee_effective_history,protocol.annualised_stability_fee,,protocol/protocol_parameter_summary.csv,annual_fraction,effective_dated_hourly,historical_replay,ETH-A,Deterministic on-chain setting; no sampling interval.,27024,protocol_constant,Phase 1D hourly protocol panel,Direct effective-state extraction,candidate_validated_for_review,blocked_by_model_mapping,"Retain for provenance, historical context and possible later mechanics.",Separate authorisation for a model-mechanics change.,69ec553893f26701a0990947706973475adbcc0f2f37504a9f3946cca941617a,data/processed/estimation/phase2a/phase2a_candidate_parameters.json,fae0583fd2dc8a477df49d5954c80c486a209f8d3df963d779e5fe289fa5972d,"Time variation and exact-ilk identity are retained; no pooled governance average is adopted. | Credible protocol evidence, but not currently adoptable configuration. | No current simulator field or mechanism consumes this setting."
phase2a:053,2A,ETH-B_annualised_stability_fee_effective_history,unmapped:ETH-B_annualised_stability_fee_effective_history,protocol.annualised_stability_fee,,protocol/protocol_parameter_summary.csv,annual_fraction,effective_dated_hourly,historical_replay,ETH-B,Deterministic on-chain setting; no sampling interval.,27024,protocol_constant,Phase 1D hourly protocol panel,Direct effective-state extraction,candidate_validated_for_review,blocked_by_model_mapping,"Retain for provenance, historical context and possible later mechanics.",Separate authorisation for a model-mechanics change.,96e14ced535a7039b3521e08eb2109ceca3ffc4d2143d010d8144190453c37a2,data/processed/estimation/phase2a/phase2a_candidate_parameters.json,fae0583fd2dc8a477df49d5954c80c486a209f8d3df963d779e5fe289fa5972d,"Time variation and exact-ilk identity are retained; no pooled governance average is adopted. | Credible protocol evidence, but not currently adoptable configuration. | No current simulator field or mechanism consumes this setting."
phase2a:054,2A,ETH-C_annualised_stability_fee_effective_history,unmapped:ETH-C_annualised_stability_fee_effective_history,protocol.annualised_stability_fee,,protocol/protocol_parameter_summary.csv,annual_fraction,effective_dated_hourly,historical_replay,ETH-C,Deterministic on-chain setting; no sampling interval.,27024,protocol_constant,Phase 1D hourly protocol panel,Direct effective-state extraction,candidate_validated_for_review,blocked_by_model_mapping,"Retain for provenance, historical context and possible later mechanics.",Separate authorisation for a model-mechanics change.,0c180ff6080c4081ce892e311f5b14457d590944f3d48c15e36950654727a9a0,data/processed/estimation/phase2a/phase2a_candidate_parameters.json,fae0583fd2dc8a477df49d5954c80c486a209f8d3df963d779e5fe289fa5972d,"Time variation and exact-ilk identity are retained; no pooled governance average is adopted. | Credible protocol evidence, but not currently adoptable configuration. | No current simulator field or mechanism consumes this setting."
phase2a:055,2A,WBTC-A_annualised_stability_fee_effective_history,unmapped:WBTC-A_annualised_stability_fee_effective_history,protocol.annualised_stability_fee,,protocol/protocol_parameter_summary.csv,annual_fraction,effective_dated_hourly,historical_replay,WBTC-A,Deterministic on-chain setting; no sampling interval.,27024,protocol_constant,Phase 1D hourly protocol panel,Direct effective-state extraction,candidate_validated_for_review,blocked_by_model_mapping,"Retain for provenance, historical context and possible later mechanics.",Separate authorisation for a model-mechanics change.,461f5831000014990ebe7fd6fa24ff96eaf676009bea10651c14cf77eb883428,data/processed/estimation/phase2a/phase2a_candidate_parameters.json,fae0583fd2dc8a477df49d5954c80c486a209f8d3df963d779e5fe289fa5972d,"Time variation and exact-ilk identity are retained; no pooled governance average is adopted. | Credible protocol evidence, but not currently adoptable configuration. | No current simulator field or mechanism consumes this setting."
phase2a:056,2A,WBTC-B_annualised_stability_fee_effective_history,unmapped:WBTC-B_annualised_stability_fee_effective_history,protocol.annualised_stability_fee,,protocol/protocol_parameter_summary.csv,annual_fraction,effective_dated_hourly,historical_replay,WBTC-B,Deterministic on-chain setting; no sampling interval.,22833,protocol_constant,Phase 1D hourly protocol panel,Direct effective-state extraction,candidate_validated_for_review,blocked_by_model_mapping,"Retain for provenance, historical context and possible later mechanics.",Separate authorisation for a model-mechanics change.,1ad156c72e55f1d39514625abe198121f57ee27e8c18be76d8c8bf42403c1331,data/processed/estimation/phase2a/phase2a_candidate_parameters.json,fae0583fd2dc8a477df49d5954c80c486a209f8d3df963d779e5fe289fa5972d,"Time variation and exact-ilk identity are retained; no pooled governance average is adopted. | Credible protocol evidence, but not currently adoptable configuration. | No current simulator field or mechanism consumes this setting."
phase2a:057,2A,WBTC-C_annualised_stability_fee_effective_history,unmapped:WBTC-C_annualised_stability_fee_effective_history,protocol.annualised_stability_fee,,protocol/protocol_parameter_summary.csv,annual_fraction,effective_dated_hourly,historical_replay,WBTC-C,Deterministic on-chain setting; no sampling interval.,22665,protocol_constant,Phase 1D hourly protocol panel,Direct effective-state extraction,candidate_validated_for_review,blocked_by_model_mapping,"Retain for provenance, historical context and possible later mechanics.",Separate authorisation for a model-mechanics change.,d2e5baae148522ec0564fdf0b56bf0964f4dedeae73477097111770364b800e9,data/processed/estimation/phase2a/phase2a_candidate_parameters.json,fae0583fd2dc8a477df49d5954c80c486a209f8d3df963d779e5fe289fa5972d,"Time variation and exact-ilk identity are retained; no pooled governance average is adopted. | Credible protocol evidence, but not currently adoptable configuration. | No current simulator field or mechanism consumes this setting."
phase2a:058,2A,ETH-A_auction_stopped_effective_history,unmapped:ETH-A_auction_stopped_effective_history,protocol.auction_stopped,,protocol/protocol_parameter_summary.csv,integer_state,effective_dated_hourly,historical_replay,ETH-A,Deterministic on-chain setting; no sampling interval.,27024,protocol_constant,Phase 1D hourly protocol panel,Direct effective-state extraction,candidate_validated_for_review,blocked_by_model_mapping,"Retain for provenance, historical context and possible later mechanics.",Separate authorisation for a model-mechanics change.,7839a5e4a81054a88cea7791febc33e7bc399f2380800c41f3b3bd966972a05c,data/processed/estimation/phase2a/phase2a_candidate_parameters.json,fae0583fd2dc8a477df49d5954c80c486a209f8d3df963d779e5fe289fa5972d,"Time variation and exact-ilk identity are retained; no pooled governance average is adopted. | Credible protocol evidence, but not currently adoptable configuration. | No current simulator field or mechanism consumes this setting."
phase2a:059,2A,ETH-B_auction_stopped_effective_history,unmapped:ETH-B_auction_stopped_effective_history,protocol.auction_stopped,,protocol/protocol_parameter_summary.csv,integer_state,effective_dated_hourly,historical_replay,ETH-B,Deterministic on-chain setting; no sampling interval.,27024,protocol_constant,Phase 1D hourly protocol panel,Direct effective-state extraction,candidate_validated_for_review,blocked_by_model_mapping,"Retain for provenance, historical context and possible later mechanics.",Separate authorisation for a model-mechanics change.,8b5feaef528c81f7fb7d4ac49508149c0d7e6b99ed012a7be8d76a445b1c081f,data/processed/estimation/phase2a/phase2a_candidate_parameters.json,fae0583fd2dc8a477df49d5954c80c486a209f8d3df963d779e5fe289fa5972d,"Time variation and exact-ilk identity are retained; no pooled governance average is adopted. | Credible protocol evidence, but not currently adoptable configuration. | No current simulator field or mechanism consumes this setting."
phase2a:060,2A,ETH-C_auction_stopped_effective_history,unmapped:ETH-C_auction_stopped_effective_history,protocol.auction_stopped,,protocol/protocol_parameter_summary.csv,integer_state,effective_dated_hourly,historical_replay,ETH-C,Deterministic on-chain setting; no sampling interval.,27024,protocol_constant,Phase 1D hourly protocol panel,Direct effective-state extraction,candidate_validated_for_review,blocked_by_model_mapping,"Retain for provenance, historical context and possible later mechanics.",Separate authorisation for a model-mechanics change.,45579f7ed14dddcc7b4751d7998c8d1641dd55d33e6070c24c6b03d2cd720c14,data/processed/estimation/phase2a/phase2a_candidate_parameters.json,fae0583fd2dc8a477df49d5954c80c486a209f8d3df963d779e5fe289fa5972d,"Time variation and exact-ilk identity are retained; no pooled governance average is adopted. | Credible protocol evidence, but not currently adoptable configuration. | No current simulator field or mechanism consumes this setting."
phase2a:061,2A,WBTC-A_auction_stopped_effective_history,unmapped:WBTC-A_auction_stopped_effective_history,protocol.auction_stopped,,protocol/protocol_parameter_summary.csv,integer_state,effective_dated_hourly,historical_replay,WBTC-A,Deterministic on-chain setting; no sampling interval.,27024,protocol_constant,Phase 1D hourly protocol panel,Direct effective-state extraction,candidate_validated_for_review,blocked_by_model_mapping,"Retain for provenance, historical context and possible later mechanics.",Separate authorisation for a model-mechanics change.,681592ca9e6d8857c51a738d2d7c45943f6752d711c915017c5068c71a65148e,data/processed/estimation/phase2a/phase2a_candidate_parameters.json,fae0583fd2dc8a477df49d5954c80c486a209f8d3df963d779e5fe289fa5972d,"Time variation and exact-ilk identity are retained; no pooled governance average is adopted. | Credible protocol evidence, but not currently adoptable configuration. | No current simulator field or mechanism consumes this setting."
phase2a:062,2A,WBTC-B_auction_stopped_effective_history,unmapped:WBTC-B_auction_stopped_effective_history,protocol.auction_stopped,,protocol/protocol_parameter_summary.csv,integer_state,effective_dated_hourly,historical_replay,WBTC-B,Deterministic on-chain setting; no sampling interval.,22833,protocol_constant,Phase 1D hourly protocol panel,Direct effective-state extraction,candidate_validated_for_review,blocked_by_model_mapping,"Retain for provenance, historical context and possible later mechanics.",Separate authorisation for a model-mechanics change.,42250ec8375f14da20f11bcc7b17ac76341714b949ef74f06ecd7dac1ae8b70b,data/processed/estimation/phase2a/phase2a_candidate_parameters.json,fae0583fd2dc8a477df49d5954c80c486a209f8d3df963d779e5fe289fa5972d,"Time variation and exact-ilk identity are retained; no pooled governance average is adopted. | Credible protocol evidence, but not currently adoptable configuration. | No current simulator field or mechanism consumes this setting."
phase2a:063,2A,WBTC-C_auction_stopped_effective_history,unmapped:WBTC-C_auction_stopped_effective_history,protocol.auction_stopped,,protocol/protocol_parameter_summary.csv,integer_state,effective_dated_hourly,historical_replay,WBTC-C,Deterministic on-chain setting; no sampling interval.,22665,protocol_constant,Phase 1D hourly protocol panel,Direct effective-state extraction,candidate_validated_for_review,blocked_by_model_mapping,"Retain for provenance, historical context and possible later mechanics.",Separate authorisation for a model-mechanics change.,5a285707c91a5fb8faf47828149692a558c476753b5814e94683e89dfc3196d4,data/processed/estimation/phase2a/phase2a_candidate_parameters.json,fae0583fd2dc8a477df49d5954c80c486a209f8d3df963d779e5fe289fa5972d,"Time variation and exact-ilk identity are retained; no pooled governance average is adopted. | Credible protocol evidence, but not currently adoptable configuration. | No current simulator field or mechanism consumes this setting."
phase2b:000,2B,n_vaults,4.1.2,SimulationConfig.n_vaults,500,"{""observed_active_range"": [3258, 3381], ""quiet_opening_scaling_factor"": 6.592, ""simulation_sizes"": [100, 250, 500, 1000]}",synthetic vaults,four validated boundaries,cross-regime scaling choice,six target ilks mapped to ETH and BTC,"{""lower"": 100, ""type"": ""sensitivity_range"", ""upper"": 1000}",3296,empirical_review,quiet and USDC/SVB opening/closing vault-state CSVs,Computational scaling choice informed by observed active counts; not a direct historical-count estimate,provisional_scaling_choice,provisional_scaling_choice,direct scalar support,Require multi-size convergence before adoption,,data/processed/estimation/phase2b_vaults/phase2b_parameter_candidates.json,f345ded318fe5fb18c36106e4812dff8e1d64edd1bba9fd9b2b090522d0f0049,Representative windows are regime-conditional and purposive; candidate is not an unconditional historical frequency.
phase2b:001,2B,target_debt_share,4.2.3,CollateralConfig.target_debt_share,"{""BTC"": 0.1516058873203592, ""ETH"": 0.8483941126796408}",Quiet closing and USDC/SVB opening/closing shares; exact-ilk shares in target_debt_share_estimates.csv,share of six-ilk active DAI debt,opening boundary,quiet_mature,ETH and BTC families; exact ilks retained,"{""BTC"": [0.08485334085946024, 0.2451900989821847], ""ETH"": [0.7324089774246498, 0.9119418233850346]}",1886,empirical_review,quiet and USDC/SVB opening/closing vault-state CSVs,Direct active-debt share by collateral family,ready_for_review,ready_for_review,Direct collateral-specific scalar support; no STABLE candidate from the six-ilk evidence,Review whether baseline should represent quiet opening or a declared scenario composition,,data/processed/estimation/phase2b_vaults/phase2b_parameter_candidates.json,f345ded318fe5fb18c36106e4812dff8e1d64edd1bba9fd9b2b090522d0f0049,Representative windows are regime-conditional and purposive; candidate is not an unconditional historical frequency.
phase2b:002,2B,debt_mean,4.2.4,SimulationConfig.debt_mean,468757.69960311166,"{""log_mean"": 9.046254266358591, ""median"": 20158.220211181553, ""winsorised_q99_mean"": 212692.81791221185}",DAI per active indebted vault,opening boundary,quiet_mature,six target ilks pooled for current global scalar,"[304867.26935673, 673545.8994049379]",1886,empirical_review,quiet and USDC/SVB opening/closing vault-state CSVs,Unweighted cross-sectional arithmetic mean,provisional_distribution_choice,provisional_distribution_choice,Scalar supported; empirical distribution and collateral-specific moments are not,Raw debt is heavy-tailed; review Gaussian moment loss before adoption,,data/processed/estimation/phase2b_vaults/phase2b_parameter_candidates.json,f345ded318fe5fb18c36106e4812dff8e1d64edd1bba9fd9b2b090522d0f0049,Representative windows are regime-conditional and purposive; candidate is not an unconditional historical frequency.
phase2b:003,2B,debt_std,4.2.5,SimulationConfig.debt_std,4401408.323422565,"{""interquartile_range"": 91399.58045306828, ""log_std"": 3.4429402579338264, ""winsorised_q99_std"": 730049.0902411457}",DAI per active indebted vault,opening boundary,quiet_mature,six target ilks pooled for current global scalar,"[2070966.7925030058, 6481807.442729119]",1886,empirical_review,quiet and USDC/SVB opening/closing vault-state CSVs,Unweighted cross-sectional sample standard deviation,provisional_distribution_choice,provisional_distribution_choice,Scalar supported; empirical distribution and collateral-specific dispersion are not,Review heavy-tail sensitivity and realised Gaussian clipping,,data/processed/estimation/phase2b_vaults/phase2b_parameter_candidates.json,f345ded318fe5fb18c36106e4812dff8e1d64edd1bba9fd9b2b090522d0f0049,Representative windows are regime-conditional and purposive; candidate is not an unconditional historical frequency.
